TEAM NAME: BattLeDIM
Total score: € 106094.62
True Positives: 8
False Positives: 205
False Negatives: 15

# linkID, startTime, endTime, leakDiameter (m), leakType, peakTime
p827, 2019-01-05 23:55
p828, 2019-01-05 23:55
p827, 2019-01-06 23:55
p257, 2019-01-07 23:55
p465, 2019-01-07 23:55
p82, 2019-01-07 23:55
p570, 2019-01-09 23:55
p35, 2019-01-09 23:55
p441, 2019-01-09 23:55
p442, 2019-01-09 23:55
p82, 2019-01-09 23:55
p565, 2019-01-09 23:55
p566, 2019-01-09 23:55
p78, 2019-01-09 23:55
p813, 2019-01-09 23:55
p257, 2019-01-10 23:55
p258, 2019-01-10 23:55
p361, 2019-01-10 23:55
p492, 2019-01-10 23:55
p493, 2019-01-10 23:55
p597, 2019-01-11 23:55
p691, 2019-01-11 23:55
p765, 2019-01-11 23:55
p84, 2019-01-14 23:55
p820, 2019-01-14 23:55
p6, 2019-01-15 23:55
p698, 2019-01-15 23:55
p865, 2019-01-15 23:55
p866, 2019-01-15 23:55
p381, 2019-01-16 23:55
p382, 2019-01-16 23:55
p501, 2019-01-16 23:55
p502, 2019-01-16 23:55
p113, 2019-01-23 23:55
p89, 2019-01-23 23:55
p602, 2019-01-23 23:55
p157, 2019-01-23 23:55
p162, 2019-01-23 23:55
p740, 2019-01-23 23:55
p812, 2019-01-23 23:55
p208, 2019-01-23 23:55
p222, 2019-01-23 23:55
p366, 2019-01-23 23:55
p41, 2019-01-23 23:55
p453, 2019-01-23 23:55
p502, 2019-01-23 23:55
p508, 2019-01-23 23:55
p537, 2019-01-23 23:55
p538, 2019-01-23 23:55
p560, 2019-01-23 23:55
p561, 2019-01-23 23:55
p654, 2019-01-23 23:55
p675, 2019-01-23 23:55
p682, 2019-01-23 23:55
p690, 2019-01-23 23:55
p708, 2019-01-23 23:55
p835, 2019-01-23 23:55
p836, 2019-01-23 23:55
p879, 2019-01-23 23:55
p896, 2019-01-23 23:55
p901, 2019-01-23 23:55
p589, 2019-01-25 23:55
p655, 2019-01-27 23:55
p182, 2019-01-31 23:55
PRV-2, 2019-01-31 23:55
p112, 2019-01-31 23:55
p145, 2019-01-31 23:55
p146, 2019-01-31 23:55
p749, 2019-01-31 23:55
p759, 2019-01-31 23:55
p170, 2019-01-31 23:55
p871, 2019-01-31 23:55
p19, 2019-01-31 23:55
p886, 2019-01-31 23:55
p861, 2019-01-31 23:55
p508, 2019-01-31 23:55
p250, 2019-01-31 23:55
p262, 2019-01-31 23:55
p276, 2019-01-31 23:55
p266, 2019-01-31 23:55
p297, 2019-01-31 23:55
p277, 2019-01-31 23:55
p28, 2019-01-31 23:55
p289, 2019-01-31 23:55
p298, 2019-01-31 23:55
p308, 2019-01-31 23:55
p309, 2019-01-31 23:55
p329, 2019-01-31 23:55
p354, 2019-01-31 23:55
p397, 2019-01-31 23:55
p398, 2019-01-31 23:55
p4, 2019-01-31 23:55
p411, 2019-01-31 23:55
p426, 2019-01-31 23:55
p427, 2019-01-31 23:55
p445, 2019-01-31 23:55
p446, 2019-01-31 23:55
p99, 2019-01-31 23:55
p507, 2019-01-31 23:55
p53, 2019-01-31 23:55
p565, 2019-01-31 23:55
p598, 2019-01-31 23:55
p6, 2019-01-31 23:55
p94, 2019-01-31 23:55
p684, 2019-01-31 23:55
p685, 2019-01-31 23:55
p699, 2019-01-31 23:55
p78, 2019-01-31 23:55
p747, 2019-01-31 23:55
p750, 2019-01-31 23:55
p760, 2019-01-31 23:55
p797, 2019-01-31 23:55
p798, 2019-01-31 23:55
p810, 2019-01-31 23:55
p860, 2019-01-31 23:55
p889, 2019-01-31 23:55
p890, 2019-01-31 23:55
p893, 2019-01-31 23:55
p894, 2019-01-31 23:55
p123, 2019-02-01 23:55
p83, 2019-02-01 23:55
p869, 2019-02-01 23:55
p28, 2019-02-01 23:55
p262, 2019-02-01 23:55
p263, 2019-02-01 23:55
p314, 2019-02-01 23:55
p270, 2019-02-01 23:55
p271, 2019-02-01 23:55
p289, 2019-02-01 23:55
p290, 2019-02-01 23:55
p315, 2019-02-01 23:55
p383, 2019-02-01 23:55
p384, 2019-02-01 23:55
p398, 2019-02-01 23:55
p416, 2019-02-01 23:55
p746, 2019-02-01 23:55
p774, 2019-02-01 23:55
p775, 2019-02-01 23:55
p810, 2019-02-01 23:55
p86, 2019-02-01 23:55
p887, 2019-02-01 23:55
p528, 2019-02-02 23:55
p23, 2019-02-02 23:55
p249, 2019-02-02 23:55
p293, 2019-02-02 23:55
p294, 2019-02-02 23:55
p298, 2019-02-02 23:55
p905, 2019-02-02 23:55
p612, 2019-02-02 23:55
p613, 2019-02-02 23:55
p293, 2019-02-03 23:55
p750, 2019-02-03 23:55
p370, 2019-02-03 23:55
p219, 2019-02-08 23:55
p743, 2019-02-08 23:55
p868, 2019-02-08 23:55
p873, 2019-02-08 23:55
p624, 2019-02-09 23:55
p625, 2019-02-09 23:55
p542, 2019-02-10 23:55
p285, 2019-02-10 23:55
p533, 2019-02-10 23:55
p534, 2019-02-10 23:55
p94, 2019-02-10 23:55
p743, 2019-02-10 23:55
p744, 2019-02-10 23:55
p170, 2019-02-19 23:55
p633, 2019-02-19 23:55
p768, 2019-02-19 23:55
p774, 2019-02-19 23:55
p622, 2019-02-27 23:55
p634, 2019-02-27 23:55
p649, 2019-03-01 23:55
p610, 2019-03-04 23:55
p611, 2019-03-04 23:55
p650, 2019-03-04 23:55
p70, 2019-03-04 23:55
p777, 2019-03-04 23:55
p290, 2019-03-05 23:55
p624, 2019-03-05 23:55
p154, 2019-03-05 23:55
p751, 2019-03-05 23:55
p217, 2019-03-05 23:55
p890, 2019-03-05 23:55
p89, 2019-03-05 23:55
p56, 2019-03-05 23:55
p24, 2019-03-05 23:55
p617, 2019-03-05 23:55
p240, 2019-03-05 23:55
p294, 2019-03-05 23:55
p267, 2019-03-05 23:55
p268, 2019-03-05 23:55
p279, 2019-03-05 23:55
p287, 2019-03-05 23:55
p412, 2019-03-05 23:55
p31, 2019-03-05 23:55
p312, 2019-03-05 23:55
p313, 2019-03-05 23:55
p315, 2019-03-05 23:55
p322, 2019-03-05 23:55
p330, 2019-03-05 23:55
p338, 2019-03-05 23:55
p339, 2019-03-05 23:55
p36, 2019-03-05 23:55
p364, 2019-03-05 23:55
p370, 2019-03-05 23:55
p371, 2019-03-05 23:55
p39, 2019-03-05 23:55
p381, 2019-03-05 23:55
p395, 2019-03-05 23:55
p389, 2019-03-05 23:55
p406, 2019-03-05 23:55
p414, 2019-03-05 23:55
p417, 2019-03-05 23:55
p420, 2019-03-05 23:55
p428, 2019-03-05 23:55
p432, 2019-03-05 23:55
p455, 2019-03-05 23:55
p462, 2019-03-05 23:55
p470, 2019-03-05 23:55
p482, 2019-03-05 23:55
p81, 2019-03-05 23:55
p564, 2019-03-05 23:55
p586, 2019-03-05 23:55
p587, 2019-03-05 23:55
p591, 2019-03-05 23:55
p604, 2019-03-05 23:55
p610, 2019-03-05 23:55
p629, 2019-03-05 23:55
p630, 2019-03-05 23:55
p669, 2019-03-05 23:55
p670, 2019-03-05 23:55
p672, 2019-03-05 23:55
p684, 2019-03-05 23:55
p722, 2019-03-05 23:55
p727, 2019-03-05 23:55
p728, 2019-03-05 23:55
p731, 2019-03-05 23:55
p736, 2019-03-05 23:55
p735, 2019-03-05 23:55
p737, 2019-03-05 23:55
p738, 2019-03-05 23:55
p752, 2019-03-05 23:55
p760, 2019-03-05 23:55
p775, 2019-03-05 23:55
p778, 2019-03-05 23:55
p782, 2019-03-05 23:55
p809, 2019-03-05 23:55
p829, 2019-03-05 23:55
p854, 2019-03-05 23:55
p873, 2019-03-05 23:55
p874, 2019-03-05 23:55
p887, 2019-03-05 23:55
p888, 2019-03-05 23:55
p622, 2019-03-08 23:55
p632, 2019-03-08 23:55
p854, 2019-03-08 23:55
p867, 2019-03-08 23:55
p868, 2019-03-08 23:55
p44, 2019-03-15 23:55
p245, 2019-03-18 23:55
p10, 2019-03-21 23:55
p905, 2019-03-21 23:55
p171, 2019-03-23 23:55
p744, 2019-03-23 23:55
p776, 2019-03-23 23:55
p319, 2019-05-18 23:55
p284, 2019-05-18 23:55
p285, 2019-05-18 23:55
p302, 2019-05-18 23:55
p303, 2019-05-18 23:55
p48, 2019-05-18 23:55
p742, 2019-05-18 23:55
p876, 2019-05-18 23:55
p650, 2019-05-29 23:55
