TEAM NAME: BattLeDIM
Total score: € 250602.21
True Positives: 9
False Positives: 55
False Negatives: 14

# linkID, startTime, endTime, leakDiameter (m), leakType, peakTime
p828, 2019-01-08 23:55
p257, 2019-01-09 23:55
p35, 2019-01-09 23:55
p82, 2019-01-09 23:55
p827, 2019-01-09 23:55
p442, 2019-01-11 23:55
p813, 2019-01-12 23:55
p566, 2019-01-13 23:55
p78, 2019-01-14 23:55
p84, 2019-01-18 23:55
p258, 2019-01-18 23:55
p654, 2019-01-23 23:55
p6, 2019-01-23 23:55
p765, 2019-01-23 23:55
p382, 2019-01-23 23:55
p866, 2019-01-23 23:55
p836, 2019-01-24 23:55
p88, 2019-01-28 23:55
p890, 2019-01-31 23:55
PRV-2, 2019-01-31 23:55
p162, 2019-01-31 23:55
p6, 2019-01-31 23:55
p41, 2019-01-31 23:55
p442, 2019-01-31 23:55
p443, 2019-01-31 23:55
p81, 2019-01-31 23:55
p598, 2019-01-31 23:55
p655, 2019-01-31 23:55
p699, 2019-01-31 23:55
p798, 2019-01-31 23:55
p86, 2019-01-31 23:55
p96, 2019-01-31 23:55
p89, 2019-02-02 23:55
p576, 2019-02-05 23:55
p614, 2019-02-05 23:55
p446, 2019-02-07 23:55
p887, 2019-03-03 23:55
p315, 2019-03-03 23:55
p8, 2019-03-03 23:55
p329, 2019-03-03 23:55
p398, 2019-03-03 23:55
p894, 2019-03-03 23:55
p94, 2019-03-03 23:55
p905, 2019-03-04 23:55
p370, 2019-03-04 23:55
p743, 2019-03-04 23:55
p672, 2019-03-05 23:55
p32, 2019-03-05 23:55
p738, 2019-03-05 23:55
p879, 2019-03-05 23:55
p138, 2019-03-06 23:55
p150, 2019-03-06 23:55
p25, 2019-03-06 23:55
p469, 2019-03-06 23:55
p802, 2019-03-06 23:55
p209, 2019-03-13 23:55
p43, 2019-03-13 23:55
p501, 2019-03-13 23:55
p723, 2019-03-20 23:55
p888, 2019-07-30 23:55
p793, 2019-07-30 23:55
p49, 2019-07-30 23:55
p431, 2019-07-30 23:55
p779, 2019-07-30 23:55
p11, 2019-08-05 23:55
p258, 2019-08-05 23:55
p269, 2019-08-05 23:55
p368, 2019-08-05 23:55
p581, 2019-08-07 23:55
p33, 2019-08-07 23:55
p800, 2019-08-07 23:55
p409, 2019-08-07 23:55
p902, 2019-08-07 23:55
p880, 2019-08-07 23:55
