TEAM NAME: BattLeDIM
Total score: € 191677.08
True Positives: 8
False Positives: 78
False Negatives: 15

# linkID, startTime, endTime, leakDiameter (m), leakType, peakTime
p827, 2019-01-08 23:55
p257, 2019-01-09 23:55
p35, 2019-01-09 23:55
p82, 2019-01-09 23:55
p828, 2019-01-09 23:55
p442, 2019-01-10 23:55
p570, 2019-01-13 23:55
p361, 2019-01-18 23:55
p597, 2019-01-18 23:55
p78, 2019-01-18 23:55
p566, 2019-01-22 23:55
p691, 2019-01-22 23:55
p765, 2019-01-22 23:55
p502, 2019-01-23 23:55
p6, 2019-01-23 23:55
p890, 2019-01-23 23:55
p382, 2019-01-23 23:55
p901, 2019-01-23 23:55
p798, 2019-01-23 23:55
p728, 2019-01-26 23:55
p653, 2019-01-31 23:55
p738, 2019-01-31 23:55
p880, 2019-01-31 23:55
p268, 2019-01-31 23:55
p41, 2019-01-31 23:55
p88, 2019-02-01 23:55
p357, 2019-02-01 23:55
p208, 2019-02-01 23:55
p362, 2019-02-01 23:55
p442, 2019-02-01 23:55
p443, 2019-02-01 23:55
p675, 2019-02-01 23:55
p682, 2019-02-01 23:55
p690, 2019-02-01 23:55
p96, 2019-02-01 23:55
p886, 2019-02-04 23:55
p8, 2019-02-04 23:55
p328, 2019-02-04 23:55
p398, 2019-02-04 23:55
p894, 2019-02-04 23:55
p85, 2019-02-04 23:55
p19, 2019-02-05 23:55
p870, 2019-02-05 23:55
p309, 2019-02-05 23:55
p750, 2019-02-05 23:55
p760, 2019-02-06 23:55
p94, 2019-02-06 23:55
p685, 2019-02-06 23:55
p276, 2019-02-07 23:55
p315, 2019-02-07 23:55
p426, 2019-02-07 23:55
p396, 2019-02-07 23:55
p810, 2019-02-07 23:55
p271, 2019-02-09 23:55
p398, 2019-02-09 23:55
p416, 2019-02-09 23:55
p775, 2019-02-09 23:55
p887, 2019-02-09 23:55
p869, 2019-02-16 23:55
p290, 2019-02-16 23:55
p28, 2019-02-18 23:55
p314, 2019-02-18 23:55
p905, 2019-02-18 23:55
p613, 2019-02-18 23:55
p746, 2019-02-18 23:55
p750, 2019-02-19 23:55
p23, 2019-02-19 23:55
p249, 2019-02-19 23:55
p294, 2019-02-19 23:55
p298, 2019-02-19 23:55
p370, 2019-02-19 23:55
p293, 2019-02-21 23:55
p743, 2019-02-21 23:55
p219, 2019-02-23 23:55
p868, 2019-02-23 23:55
p873, 2019-02-23 23:55
p625, 2019-02-25 23:55
p744, 2019-02-26 23:55
p285, 2019-02-27 23:55
p94, 2019-03-01 23:55
p170, 2019-03-03 23:55
p633, 2019-03-03 23:55
p768, 2019-03-03 23:55
p774, 2019-03-03 23:55
p902, 2019-03-05 23:55
p31, 2019-03-05 23:55
p888, 2019-03-05 23:55
p24, 2019-03-08 23:55
p10, 2019-03-10 23:55
p252, 2019-03-10 23:55
p342, 2019-03-10 23:55
p35, 2019-03-10 23:55
p722, 2019-03-10 23:55
p876, 2019-03-10 23:55
p905, 2019-03-10 23:55
p44, 2019-03-20 23:55
p854, 2019-03-21 23:55
p744, 2019-05-18 23:55
p319, 2019-05-18 23:55
p672, 2019-05-18 23:55
p48, 2019-05-18 23:55
p868, 2019-05-18 23:55
p292, 2019-05-19 23:55
p32, 2019-08-07 23:55
p388, 2019-08-07 23:55
p768, 2019-08-07 23:55
p864, 2019-08-07 23:55
p874, 2019-08-07 23:55
p875, 2019-08-07 23:55
